name	ingredient	rxcui
procoralan	ivabradine hydrochloride	1649479
procorp	phentolamine mesilate, aviptadil	227240
procren depot	leuprorelin acetate	203217
procren depot pds	leuprorelin acetate	203217
procrin	leuprorelin acetate	203217
procrin semestral	leuprorelin acetate	203217
proctasacol	mesalazine	52582
procto-glyvenol	lidocaine hydrochloride monohydrate, tribenoside	1007622
procto-glyvenol	lidocaine, tribenoside	1007622
procto-glyvenol	tribenoside, anhydrous lidocaine hydrochloride	38557
procto-glyvenol	tribenoside, lidocaine hydrochloride	1007622
procto-hemolan	lidocaine hydrochloride monohydrate, tribenoside	1007622
procto-hemolan	lidocaine, tribenoside	1007622
procto-hemolan control	diosmin	3489
proctolog	trimebutine, ruscogenin	1008166
proctolyn	fluocinolone acetonide, ketocaine hydrochloride	4461
proctorrane	hydrocortisone acetate	27197
proctosteroid	triamcinolone diacetate	10762
proculin	naphazoline hydrochloride	82054
procuta	isotretinoin	6064
procyclidine bp teva uk	procyclidine hydrochloride	142443
procyclidine hydrochloride generics uk	procyclidine hydrochloride	142443
procyclidine special concept development (uk)	procyclidine hydrochloride	142443
procysbi	mercaptamine	3022
procythol	selegiline hydrochloride	203137
prodafem	medroxyprogesterone acetate	1000112
proderma	doxycycline hyclate	23663
prodilantin	fosphenytoin sodium	82806
prodirexan	dutasteride	228790
produtal	dutasteride	228790
produxen	dutasteride	228790
proelsartan	losartan potassium	203160
profact depot	buserelin acetate	42569
profact nasal	buserelin acetate	42569
profact pro injectione	buserelin acetate	42569
profamid	flutamide	4508
profast	propofol	8782
profast baxter	propofol	8782
profebun	ibuprofen	5640
profelix	fluoxetine hydrochloride	227224
profemigr	ketoprofen	6142
profenac	diclofenac sodium	203214
profenac sr	diclofenac sodium	203214
profenid	ketoprofen	6142
profenid lp	ketoprofen	6142
profenid retard	ketoprofen	6142
proff schmerzcreme	ibuprofen	5640
proff schmerzdragees	ibuprofen	5640
proff schmerzgel	ibuprofen	5640
proff schmerzkapseln	ibuprofen	5640
proff® schmerzcreme	ibuprofen	5640
proficar	acetylsalicylic acid	1191
profin/u.s. generics	finasteride	25025
profitadal	tadalafil	358263
proflavine northumbria pharma	proflavine hemisulfate	8724
profloxin	ciprofloxacin	2551
profol baxter	propofol	8782
profol claris	propofol	8782
progandol	doxazosin mesilate	39173
progandol neo	doxazosin	49276
progastim	omeprazole	7646
progebel	progesterone	8727
progedex	progesterone	8727
progeffik	progesterone	8727
progeffik	progesterone, micronised	259409
progestan	progesterone	8727
progestanelle	progesterone	8727
progesteron besins	progesterone, micronised	259409
progesteron kade/besins	progesterone	8727
progesterona effik	progesterone	8727
progesterone	progesterone	8727
progesterone actavis	progesterone	8727
progesterone besins	progesterone	8727
progesterone besins	progesterone, micronised	259409
progesterone biogaran	progesterone	8727
progesterone effik	progesterone	8727
progesterone exeltis	progesterone, micronised	259409
progesterone mylan	progesterone	8727
progesterone retard pharlon	hydroxyprogesterone caproate	12488
progesterone sandoz	progesterone	8727
progestogel	progesterone	8727
progestérone besins	progesterone, micronised	259409
progevera	medroxyprogesterone acetate	1000112
progiron	progesterone	8727
proglicem	diazoxide	3327
progona	glucosamine	4845
progor	diltiazem hydrochloride	203211
prograf	tacrolimus	42316
prograft	tacrolimus	42316
progyluton	estradiol valerate | estradiol valerate, norgestrel	24395
progynon	estradiol valerate	24395
progynova	estradiol valerate	24395
progynova 21	estradiol valerate	24395
progynova 21 mite	estradiol valerate	24395
progynova mite	estradiol valerate	24395
progynova ts	estradiol	4083
prohance	gadoteridol	25483
prohidna	febuxostat	73689
proindap	indapamide	5764
projímavá cajová smes	menthae piperitae folium, sennae folium, liquorice root, fennel seed, millefolii herba	125918
projímavá cajová smes	sennae folium, menthae piperitae herba, liquorice root, fennel seed, millefolii herba	125918
prokain hidroklorid teva	procaine	8701
prokain penicilin g biotika	benzylpenicillin procaine	7983
prokain penicilin g biotika	benzylpenicillin procaine monohydrate	7983
prokam	cefuroxime	2194
prokanazol	itraconazole	28031
prokinyl l.p.	metoclopramide hydrochloride	267036
prokten	diosmin	3489
prolasplan	human alpha1-proteinase inhibitor	991743
prolastin	human alpha1-proteinase inhibitor	991743
prolastina	human alpha1-proteinase inhibitor	991743
prolax za djecu	glycerol	4910
prolax za odrasle	glycerol	4910
prolekofen	propafenone hydrochloride	203135
proleukin	aldesleukin	70223
proleukin s	aldesleukin	70223
prolia	denosumab	993449
prolizip	cefprozil monohydrate	19552
prolopa	benserazide hydrochloride, levodopa	619749
prolopa 125	benserazide hydrochloride, levodopa	619749
prolopa 250	benserazide hydrochloride, levodopa	619749
prolopa hbs 125	benserazide hydrochloride, levodopa	619749
prolutex	progesterone	8727
proluton	hydroxyprogesterone caproate	12488
proluton depot	hydroxyprogesterone caproate	12488
promanum pure	ethanol (96 per cent), isopropyl alcohol	797541
promanum pure	isopropyl alcohol, ethanol 100%	797541
promazin belupo	promazine hydrochloride	142444
promazin jelfa	promazine hydrochloride	142444
promazina doc	promazine hydrochloride	142444
promazina eg	promazine	8742
promazine hasco	promazine hydrochloride	142444
promazine teva uk	promazine hydrochloride	142444
promed pul-n	methane, carbon monoxide	2037
promed-lox	oxygen	7806
promemore	donepezil hydrochloride	236559
promenorea	progesterone	8727
prometax	rivastigmine	183379
prometazin	promethazine hydrochloride	142445
prometazin actavis	promethazine hydrochloride	142445
prometazina basi	promethazine hydrochloride	142445
prometazina dynacren	promethazine	8745
prometazina farmakopea	promethazine	8745
prometazina sella	promethazine	8745
promethazin actavis	promethazine hydrochloride	142445
promethazin berlin-chemie	promethazine hydrochloride	142445
promethazin forte neuraxpharm	promethazine hydrochloride	142445
promethazin neuraxpharm	promethazine hydrochloride	142445
promethazine cf	promethazine	8745
promethazine cf	promethazine hydrochloride	142445
promethazine hydrochloride chelonia healthcare	promethazine hydrochloride	142445
promethazine hydrochloride teva uk	promethazine hydrochloride	142445
promethazine remedica	promethazine hydrochloride	142445
promethazine teva	promethazine hydrochloride	142445
prometrium	progesterone, micronised	259409
promictan	tamsulosin hydrochloride	236495
promiten	dextran 1	214485
promixin	colistimethate sodium	48305
promocard durettes	isosorbide 5 mononitrate	28004
promonta	montelukast	88249
pronasal	mometasone furoate	30145
pronasal control	mometasone furoate	30145
pronaxen	naproxen	7258
pronerv	thiamine hydrochloride, cyanocobalamin, pyridoxine hydrochloride	1028612
proneurin	promethazine hydrochloride	142445
pronoran	piribedil	8353
prontalgin	tramadol hydrochloride	82110
prontalgine	paracetamol, codeine phosphate hemihydrate, anhydrous caffeine	161
prontinal	beclometasone dipropionate	1348
prontobario colon	barium sulfate	1331
prontobario colon – dickdarmkontrastmittel	barium sulfate	1331
prontobario hd	barium sulfate	1331
prontobario hd - magenkontrastmittel hochkonzentriert	barium sulfate	1331
prontoferro	ferrous gluconate	24942
prontoflex	ketoprofen	6142
prontogest	progesterone	8727
pronzek	pantoprazole	40790
propafenon accord	propafenone hydrochloride	203135
propafenon al	propafenone hydrochloride	203135
propafenon alkaloid	propafenone hydrochloride	203135
propafenon alkaloid-int	propafenone hydrochloride	203135
propafenon heumann	propafenone hydrochloride	203135
propafenon pharmavit	propafenone hydrochloride	203135
propafenon ratiopharm	propafenone hydrochloride	203135
propafenona accord	propafenone hydrochloride	203135
propafenona arena	propafenone hydrochloride	203135
propafenona hidrocloruro accord	propafenone hydrochloride	203135
propafenone accord	propafenone hydrochloride	203135
propafenone doc generici	propafenone hydrochloride	203135
propafenone eg	propafenone hydrochloride	203135
propafenone hydrochloride accord	propafenone hydrochloride	203135
propafenone hydrochloride accord healthcare	propafenone hydrochloride	203135
propafenone hydrochloride accord healthcare ireland	propafenone hydrochloride	203135
propafenone mylan	propafenone hydrochloride	203135
propafenone pensa	propafenone hydrochloride	203135
propafenone ratiopharm	propafenone hydrochloride	203135
propafenonă al	propafenone hydrochloride	203135
propafenonă arena	propafenone hydrochloride	203135
propal retard	propranolol hydrochloride	82084
propalcof	dextromethorphan hydrobromide	102490
propanorm	propafenone hydrochloride	203135
propantheline remedica	propantheline bromide	8762
propantiv	pantoprazole	40790
proparakain-pos	proxymetacaine hydrochloride	227778
propavan	propiomazine	8770
propecia	finasteride	25025
propecia 1mg, Επικαλυμμένα Με Λεπτό Υμένιο Δισκία	finasteride	25025
propess	dinoprostone	3478
propigen	propiverine hydrochloride	55176
propiges	propiverine hydrochloride	55176
propiltiouracil alkaloid	propylthiouracil	8794
propimicton	propiverine hydrochloride	55176
propinorm uno	propiverine hydrochloride	55176
propinorm xl	propiverine hydrochloride	55176
propiochrone	betamethasone dipropionate, betamethasone sodium phosphate	1007088
propiomazin orifarm	propiomazine	8770
propionate de fluticasone/salmeterol arrow	fluticasone propionate, salmeterol	284635
propionate de fluticasone/salmeterol bgr	fluticasone propionate, salmeterol	284635
propionate de fluticasone/salmeterol sandoz	fluticasone propionate, salmeterol	284635
propionate de fluticasone/salmeterol zentiva	fluticasone propionate, salmeterol	284635
propiurol	propiverine hydrochloride	55176
propiverin 1 a pharma	propiverine hydrochloride	55176
propiverin al	propiverine hydrochloride	55176
propiverin aristo	propiverine hydrochloride	55176
propiverin hexal	propiverine hydrochloride	55176
propiverin-hcl apogepha	propiverine hydrochloride	55176
propiverin-hcl stada	propiverine hydrochloride	55176
propiverine ennogen healthcare limited	propiverine hydrochloride	55176
propiverine hydrochloride amdipharm uk	propiverine hydrochloride	55176
propiverinhydrochlorid al	propiverine hydrochloride	55176
propiverinhydrochlorid aristo	propiverine hydrochloride	55176
propofol	propofol	8782
propofol - lipuro b. braun	propofol	8782
propofol b. braun	propofol	8782
propofol baxter	propofol	8782
propofol baxter healthcare	propofol	8782
propofol baxter holding	propofol	8782
propofol bioq	propofol	8782
propofol bioq pharma	propofol	8782
propofol claris	propofol	8782
propofol demo	propofol	8782
propofol eg	propofol	8782
propofol fresenius	propofol	8782
propofol fresenius kabi	propofol	8782
propofol genthon	propofol	8782
propofol kabi	propofol	8782
propofol lipomed fresenius	propofol	8782
propofol lipuro 10 mg/ml	propofol	8782
propofol lipuro 20 mg/ml	propofol	8782
propofol lipuro b braun melsungen	propofol	8782
propofol lipuro b. braun	propofol	8782
propofol lipuro b. braun melsungen	propofol	8782
propofol mct baxter	propofol	8782
propofol mct fresenius	propofol	8782
propofol mct/lct fresenius	propofol	8782
propofol mit mct fresenius	propofol	8782
propofol mylan	propofol	8782
propofol norameda	propofol	8782
propofol panpharma	propofol	8782
propofol primex	propofol	8782
propofol sandoz	propofol	8782
propofol sandoz ltd	propofol	8782
propofol spiva baxter	propofol	8782
propofol-lipuro	propofol	8782
propofol-lipuro b. braun	propofol	8782
propofol-lipuro b. braun medical	propofol	8782
propofol-lipuro b. braun melsungen	propofol	8782
propofol-lipuro b.braun	propofol	8782
propolipid	propofol	8782
propolis	propolis	8783
propolis börner	propolis	8783
propolis halspastillen börner	propolis	8783
proponol	piroxicam	8356
propoven	propofol	8782
propra	propranolol hydrochloride	82084
propral	propranolol hydrochloride	82084
propranolol	propranolol	8787
propranolol	propranolol hydrochloride	82084
propranolol ab	propranolol hydrochloride	82084
propranolol accord	propranolol hydrochloride	82084
propranolol accord healthcare	propranolol hydrochloride	82084
propranolol accord healthcare ireland	propranolol hydrochloride	82084
propranolol acetlab	propranolol	8787
propranolol actavis	propranolol hydrochloride	82084
propranolol arena	propranolol hydrochloride	82084
propranolol arrow	propranolol hydrochloride	82084
propranolol aurobindo	propranolol hydrochloride	82084
propranolol aurovitas	propranolol hydrochloride	82084
propranolol biogaran	propranolol hydrochloride	82084
propranolol bristol laboratories	propranolol hydrochloride	82084
propranolol chelonia healthcare	propranolol hydrochloride	82084
propranolol crescent pharma	propranolol hydrochloride	82084
propranolol ct	propranolol hydrochloride	82084
propranolol eel	propranolol hydrochloride	82084
propranolol eg	propranolol hydrochloride	82084
propranolol generis	propranolol hydrochloride	82084
propranolol genethics europe	propranolol hydrochloride	82084
propranolol hcl accord	propranolol hydrochloride	82084
propranolol hcl aurobindo	propranolol hydrochloride	82084
propranolol hcl cf	propranolol hydrochloride	82084
propranolol hcl retard mylan	propranolol	8787
propranolol hcl sandoz	propranolol hydrochloride	82084
propranolol hcl teva	propranolol hydrochloride	82084
propranolol hydrochloride morningside healthcare	propranolol hydrochloride	82084
propranolol hydrochloride syri	propranolol hydrochloride	82084
propranolol kern pharma	propranolol hydrochloride	82084
propranolol lek	propranolol hydrochloride	82084
propranolol puren	propranolol hydrochloride	82084
propranolol ratiopharm	propranolol hydrochloride	82084
propranolol retard eg	propranolol hydrochloride	82084
propranolol rosemont	propranolol hydrochloride	82084
propranolol sandoz	propranolol hydrochloride	82084
propranolol stada	propranolol hydrochloride	82084
propranolol teva	propranolol hydrochloride	82084
propranolol teva lp	propranolol hydrochloride	82084
propranolol teva uk	propranolol hydrochloride	82084
propranolol thame	propranolol hydrochloride	82084
propranolol wzf	propranolol hydrochloride	82084
propranolol ”dak”	propranolol hydrochloride	82084
propranololhydrochlorid al	propranolol hydrochloride	82084
propycil	propylthiouracil	8794
propyderm	propylene glycol	34693
propylenglycol smartpractice europe	propylene glycol	34693
propylenglykol smartpractice europe	propylene glycol	34693
propyless	propylene glycol	34693
propylex	propylthiouracil	8794
propylhydroxybenzoat smartpractice europe	propyl parahydroxybenzoate	34706
propylthiouracil aurobindo	propylthiouracil	8794
propylthiouracil halewood chemicals	propylthiouracil	8794
propylthiouracil macleods pharma uk	propylthiouracil	8794
propylthiouracil rph pharmaceuticals	propylthiouracil	8794
propylthiouracil teva	propylthiouracil	8794
propylthiouracil wockhardt uk	propylthiouracil	8794
propylthiouracile takeda	propylthiouracil	8794
propyltiouracil medic	propylthiouracil	8794
prorektal	lactulose, liquid	6218
proscar	finasteride	25025
proscar Επικαλυμμένο Με Λεπτό Υμένιο Δισκίο 5mg/tab	finasteride	25025
prosdutam	tamsulosin hydrochloride, dutasteride	1001472
prosentio	modafinil	30125
prosicca	hypromellose	27334
prosicca sine	hypromellose	27334
prosinus	paracetamol	161
prosmin	finasteride	25025
prosneo	flutamide	4508
prosolin	tamsulosin	77492
prosolin	tamsulosin hydrochloride	236495
prosolvin	tamsulosin hydrochloride	236495
prospera	risperidone	35636
prostacur	flutamide	4508
prostacure	tamsulosin hydrochloride	236495
prostadil	tamsulosin hydrochloride	236495
prostaduo	tamsulosin hydrochloride, dutasteride	1001472
prostaglandina e2 pfizer	dinoprostone	3478
prostagutt duo	serenoa serrulata fruit extract, urtica root dry extract	477189
prostamed	pumpkin seed, powdered, dry extract from goldenrod (5-8:1), extraction solvent: ethanol  60% v/v, dry extract from  aspen leaves (5-8:1), extraction solvent: ethanol 60% v/v	126291
prostamed tab	pumpkin seed, powdered, populus tremula extract, solidago	126291
prostamnic	tamsulosin hydrochloride	236495
prostandril	flutamide	4508
prostap 3 dcs	leuprorelin acetate	203217
prostap 6 dcs	leuprorelin acetate	203217
prostap sr dcs	leuprorelin acetate	203217
prostaplant	leuprorelin	42375
prostarinol	finasteride	25025
prostasan	serenoa serrulata fruit extract	477189
prostatex	dutasteride	228790
prostavasin	alprostadil	598
prostazocin	doxazosin	49276
prostazosin	alfuzosin hydrochloride	46043
prostenoon	dinoprostone	3478
prostenoon-geel	dinoprostone	3478
prosterid	finasteride	25025
prosterin	finasteride	25025
prosthon	tamsulosin hydrochloride	236495
prostide	finasteride	25025
prostigmin	neostigmine methylsulfate	7316
prostigmine	neostigmine methylsulfate	7316
prostin	carboprost trometamol	20259
prostin 15m	carboprost	2051
prostin 15m	carboprost trometamol	20259
prostin e2	dinoprostone	3478
prostin vr	alprostadil	598
prostine e2	dinoprostone	3478
prostine vr	alprostadil	598
prostinfenem	carboprost	2051
prostivas	alprostadil	598
prosturol	benzydamine hydrochloride, prunus africana extract	81963
prosulf	protamine sulfate	8825
prosulpin	sulpiride	10239
prosurin xl	tamsulosin hydrochloride	236495
protagens	povidone	8610
protagens mono	povidone	8610
protagent	povidone	8610
protagent	povidone k25	1367141
protagent se	povidone k25	1367141
protal complex	enalapril maleate, hydrochlorothiazide	214536
protalgon	paracetamol	161
protalón	memantine hydrochloride	236685
protam	tamsulosin hydrochloride	236495
protamin	protamine hydrochloride	236471
protamin me	protamine hydrochloride	236471
protamin me meda pharma	protamine hydrochloride	236471
protamina hospira	protamine sulfate	8825
protamina meda	protamine hydrochloride	236471
protamine choay	protamine sulfate	8825
protamine sulfaat leo pharma	protamine sulfate	8825
protamine sulfate wockhardt uk	protamine sulfate	8825
protamine sulphate leo pharma	protamine sulfate	8825
protamine sulphate wockhardt uk	protamine sulfate	8825
protaminehydrochloride mph	protamine hydrochloride	236471
protaminijev sulfat leo pharma	protamine sulfate	8825
protaminsulfat	protamine sulfate	8825
protaminsulfat leo pharma	protamine sulfate	8825
protaphane	insulin human (rdna)	631657
protaphane flexpen	insulin human (rdna)	631657
protaphane innolet	insulin human (rdna)	631657
protaphane penfill	insulin human (rdna)	631657
protec	omeprazole	7646
protecardin	acetylsalicylic acid	1191
protecta	simvastatin	36567
protegis	atorvastatin	83367
protevasc	trimetazidine	10826
protevasc	trimetazidine dihydrochloride	235779
protevasc sr	trimetazidine dihydrochloride	235779
protexel	protein c	8834
prothazin	promethazine hydrochloride	142445
prothenol	pilocarpine hydrochloride	235426
prothiaden	dosulepin hydrochloride	142133
prothiaden mitis	dosulepin hydrochloride	142133
prothiucil	propylthiouracil	8794
prothuril	propylthiouracil	8794
prothyrid	liothyronine hydrochloride, levothyroxine sodium	40144
protiaden	dosulepin hydrochloride	142133
protiadene	dosulepin hydrochloride	142133
protionols	protionamide	8871
protium	pantoprazole	40790
protium i.v	pantoprazole	40790
protizol	dorzolamide hydrochloride, timolol maleate	662263
protizole	pantoprazole	40790
protol sr	tolterodine tartrate	221174
proton	omeprazole	7646
protoner	lansoprazole	17128
protonexa	lansoprazole	17128
protopic	tacrolimus monohydrate	484288
protoxid de azot medicinal siad	nitrous oxide	7486
protoxid de azot messer	nitrous oxide	7486
protoxid de azot sol	nitrous oxide	7486
protoxido de azoto air liquide medicinal	nitrous oxide	7486
protoxyde d'azote medicinal	nitrous oxide	7486
protoxyde d'azote medicinal air liquide sante france	nitrous oxide	7486
protoxyde d'azote medicinal linde healthcare	nitrous oxide	7486
protoxyde d'azote medicinal messer france	nitrous oxide	7486
protoxyde d'azote medicinal sol france	nitrous oxide	7486
protoxyde d'azote médical air liquide medical	nitrous oxide	7486
protoxyde d'azote médical air liquide sante international	nitrous oxide	7486
protoxyde d'azote médical air liquide santé international	nitrous oxide	7486
protoxyde d'azote médicinal messer belgium	nitrous oxide	7486
protoxyde d’azote medicinal linde healthcare	nitrous oxide	7486
protoxyde d’azote messer	nitrous oxide	7486
protoxyde d’azote médicinal	nitrous oxide	7486
protoxyde d’azote médicinal air products	nitrous oxide	7486
protoxyde d’azote médicinal sol	nitrous oxide	7486
protravis	travoprost	283809
protraxen	tranexamic acid	10691
protrimil	trimetazidine dihydrochloride	235779
protóxido de azoto	nitrous oxide	7486
protóxido de azoto medicinal gasin	nitrous oxide	7486
protóxido de azoto medicinal gasoso gasin	nitrous oxide	7486
protóxido de azoto nippon gases	nitrous oxide	7486
protóxido de nitrógeno	nitrous oxide	7486
protóxido de nitrógeno medicinal messer	nitrous oxide	7486
protóxido de nitrógeno medicinal nippon gases	nitrous oxide	7486
proursan	ursodeoxycholic acid	11065
provames	estradiol hemihydrate	236859
provames	estradiol, micronized	4083
provapirin	acetylsalicylic acid	1191
provaqomyl	proguanil hydrochloride, atovaquone	284623
provaquoneg	proguanil hydrochloride, atovaquone	284623
provas	valsartan	69749
provas 160 comp	valsartan, hydrochlorothiazide	214626
provas 160 maxx	valsartan, hydrochlorothiazide	214626
provas 320 comp	valsartan, hydrochlorothiazide	214626
provas 320 maxx	valsartan, hydrochlorothiazide	214626
provas 80 comp	valsartan, hydrochlorothiazide	214626
proveblue	methylthioninium chloride	6878
provera	medroxyprogesterone acetate	1000112
provera g	medroxyprogesterone acetate	1000112
provertinum	human coagulation factor vii	1426164
provicard	atorvastatin	83367
provigil	modafinil	30125
proviron	mesterolone	6781
provirsan	aciclovir	281
provisacor	rosuvastatin	301542
provisacor	rosuvastatin calcium	323828
provisacor 10	rosuvastatin calcium	323828
provisacor 20	rosuvastatin calcium	323828
provisacor 40	rosuvastatin calcium	323828
provisacor 5	rosuvastatin calcium	323828
provist	methylprednisolone	6902
provive	propofol	8782
provo spray	alternaria alternata	901845
provo spray	ambrosia artemisiifolia	1347557
provo spray	artemisia vulgaris	1341384
provo spray	aspergillus fumigatus	1182
provo spray	candida albicans	1963
provo spray	dermatophagoides farinae	1116977
provo spray	dermatophagoides pteronyssinus	1116979
provo spray	dog epithelia	894987
provo spray	plantago lanceolata	1309370
provo test	alternaria alternata	901845
provo test	aspergillus fumigatus	1182
provo test	candida albicans	1963
provo test	dermatophagoides farinae	1116977
provo test	dermatophagoides pteronyssinus	1116979
provocholine	methacholine chloride	40165
provokations-testlösung	ambrosia artemisiifolia	1347557
provokations-testlösung	horse epithelia	852479
provokations-testlösung	rhizopus nigricans	967721
provokations-testlösung alternaria tenuis (a. alternata)	alternaria tenuis	901845
provokations-testlösung aspergillus fumigatus	aspergillus fumigatus	1182
provokations-testlösung beifuß, gemeiner	artemisia vulgaris	1341384
provokations-testlösung botrytis cinerea	botrytis cinerea	466195
provokations-testlösung brennessel	urtica dioica	580119
provokations-testlösung cladosporium herbarum	cladosporium herbarum	466198
provokations-testlösung curvularia lunata	cochliobolus lunatus	852264
provokations-testlösung dermatophagoides farinae	dermatophagoides farinae	1116977
provokations-testlösung dermatophagoides pteronyssinus	dermatophagoides pteronyssinus	1116979
provokations-testlösung hafermehl	oat	971932
provokations-testlösung hundeepithelien	dog epithelia	894987
provokations-testlösung löwenzahn	taraxacum officinale	124150
provokations-testlösung wegerich	plantago lanceolata	1309370
provokations-testlösung weizenmehl	wheat flour	901299
provokationstest alternaria alternata leti	alternaria alternata extract	901845
provokationstest beifuss leti	artemisia vulgaris pollen extract	852029
provokationstest cladosporium herbarum leti	cladosporium herbarum extract	466198
provokationstest gräser-mix leti	timothy grass pollen extract, lolium perenne pollen extract, poa pratensis pollen extract, festuca elatior pollen extract, dactylis glomerata pollen extract	851994
provokationstest lieschgras leti	timothy grass pollen extract	851994
provokit	methacholine chloride	40165
provosal	tamsulosin hydrochloride	236495
proxa	naproxen	7258
proxacin 1%	ciprofloxacin	2551
proxacin 250	ciprofloxacin	2551
proxacin 500	ciprofloxacin	2551
proxan	naproxen	7258
proxedox	cefpodoxime proxetil	47835
proxen	naproxen	7258
proxymetacaine hydrochloride minims bausch & lomb uk	proxymetacaine hydrochloride	227778
prozac	fluoxetine	4493
prozamel	fluoxetine	4493
prozep	fluoxetine	4493
prozidil	cefprozil	19552
prozin	chlorpromazine hydrochloride	104728
proηυρε	finasteride	25025
prucaloprid	prucalopride	2107310
prucaloprid al	prucalopride	2107310
prucaloprid chanelle	prucalopride	2107310
prucaloprid chanelle	prucalopride succinate	2107309
prucaloprid tiefenbacher	prucalopride succinate	2107309
prucalopride	prucalopride	2107310
prucalopride chanelle medical	prucalopride	2107310
prucalopride dexcel	prucalopride	2107310
prucalopride dexcel-pharma	prucalopride	2107310
prucalopride orifarm	prucalopride	2107310
przeciw odciskom i zgrubieniom skóry rekord Łuszczy	salicylic acid	9525
przeciwgrzybiczny do stóp	terbinafine hydrochloride	235838
prégabaline alter	pregabalin	187832
prοstin e2	dinoprostone	3478
pserocina	mupirocin	42372
pserocina nasale	mupirocin	42372
pseudoefedrina farmalider	pseudoephedrine hydrochloride	91168
pseudoephedrine ennogen pharma limited	pseudoephedrine hydrochloride	91168
pseudoephedrine espefa	pseudoephedrine hydrochloride	91168
pseudoneb	colistimethate sodium	48305
psico-soma	promethazine hydrochloride, magnesium glutamate hydrobromide	142445
psicocen	sulpiride	10239
psicotric	quetiapine	51272
psicotric retard	quetiapine	51272
psidep	mirtazapine	15996
psiliber	sildenafil	136411
psilo-balsam	diphenhydramine hydrochloride	1362
psipax	fluoxetine	4493
psipax	fluoxetine hydrochloride	227224
psodermil	betamethasone, salicylic acid	1000711
psoraffect	calcipotriol	29365
psorcutan	calcipotriol	29365
psorimed	salicylic acid	9525
psychopax	diazepam	3322
psychordal	risperidone	35636
psylia	ispaghula seed	1309942
psyllium apotex	psyllium	8928
psyllium citroen apotex	psyllium	8928
psyllium langlebert	psyllium seed	82088
psyllium sinas apotex	psyllium	8928
psylliumvezels orange suikervrij teva	psyllium seed	82088
psylliumvezels sandoz	plantago seed	82088
psylliumvezels suikervrij teva	psyllium seed	82088
psyquet xl	quetiapine	51272
psytixol	flupentixol decanoate	25188
pterocyn	levetiracetam	114477
ptinolin	ranitidine hydrochloride	203136
pucalopride	prucalopride	2107310
puder płynny	menthol, zinc oxide	794809
puder płynny dermopur	benzocaine	1399
puder płynny wysuszający	zinc oxide	11423
puder płynny z anestezyną	benzocaine, zinc oxide	1008219
pueriflu	paracetamol	161
puldren	acetylcysteine	197
pulmaxan	budesonide	19831
pulmelia	budesonide, formoterol fumarate dihydrate ph.eur.	19831
pulmiben	carbocisteine	2023
pulmiben unidia	carbocisteine	2023
pulmicort	budesonide	19831
pulmicort nasal aqua	budesonide	19831
pulmicort respules	budesonide	19831
pulmicort suspension	budesonide	19831
pulmicort turbohaler	budesonide	19831
pulmicort turbuhaler	budesonide	19831
pulmicort turbuhaler enfant	budesonide	19831
pulmicort turbuhaler,inhalacyjną	budesonide	19831
pulmictan	budesonide	19831
pulmictan infantil	budesonide	19831
pulmihal	budesonide	19831
pulmist	flunisolide	25120
pulmist adulti	flunisolide	25120
pulmist bambini	flunisolide	25120
pulmist jet	flunisolide	25120
pulmo hevert bronchialcomplex homöopathisches arzneimittel bei erkrankungender atemorgane	drosera, verbascum thapsiforme trit. d1, eriodictyon californicum trit. d1, grindelia, teucrium scorodonia, spongia, sticta pulmonaria, kalium iodatum d3, naphthalinum d6	1549111
pulmoclase	carbocisteine	2023
pulmodexane	dextromethorphan hydrobromide	102490
pulmodexane sans sucre, Édulcorée au maltitol liquide et À la saccharine sodique	dextromethorphan hydrobromide	102490
pulmolan	sildenafil	136411
pulmolast	human alpha1-proteinase inhibitor	991743
pulmonox	nitric oxide	7442
pulmopresil	sildenafil	136411
pulmoran	sambuci flos, marshmallow root, sage leaf (salvia officinalis), plantaginis lanceolatae folium, thymi herba, polygoni avicularis herba, urticae herba, liquorice root, fennel seed	125918
pulmosal	acetylcysteine	197
pulmotec	graphite	90249
pulmoterol	salmeterol	36117
pulmotin ® erkältungstropfen 3plus	eucalyptus oil	59087
pulmovance	budesonide	19831
pulmozyme	dornase alfa	337623
pulmozyme inhalasjonsvæske til nebulisator, oppløsning	dornase alfa	337623
pulmozyme oldat porlasztásra	dornase alfa	337623
pulnozin	carbocisteine	2023
pulsaren	quinapril	35208
pulsor	pangamate calcium	1917
pulveril	salmeterol	36117
pumpkin seed oil + fragrant sumach bark + hop strobile pharmassist	dry extract of rhus aromatica bark (5-7:1), extraction solvent: water, pumpkin seed oil, dry extract of hop strobile (5,5–6,5:1), extraction solvent: water	466570
puntual	sennoside a+b calcium	267741
puntualex	sennoside a+b calcium	267741
puregon	follitropin beta	25357
purethal	dermatophagoides farinae	1116977
purethal	dermatophagoides pteronyssinus	1116979
purgo-pil	bisacodyl	1596
puri-nethol	mercaptopurine	103
puriclav	amoxicillin, clavulanic acid	19711
purico	hydrogen peroxide	5499
purimmun	mercaptopurine	103
purinethol	mercaptopurine	103
purinol	allopurinol	519
purivist	epinastine hydrochloride	236961
pv jod 10%	povidone, iodinated	8611
pvp-jod	povidone, iodinated	8611
pvp-jod lichtenstein winthrop arzneimittel	povidone, iodinated	8611
pyassan 250 mg kemény kapszula	cefalexin monohydrate	215948
pylobactell	13c-urea	226724
